id,code,descripcion,similar
8014,41104022,Formador de muestras,
8015,41104100,"Contenedores de recogida y transporte de especímenes, y suministros",
8016,41104101,Sobres o empaques para especímenes o láminas de muestras,
8017,41104102,Lancetas,
8018,41104103,Calentadores de pivote,
8019,41104104,Torniquetes,
8020,41104105,Bolsas para recolectar o transportar especímenes,
8021,41104106,Bandejas o accesorios de flebotomía,
8022,41104107,Tubos de recolección o contenedores de sangre al vacío,
8023,41104108,Tubos de recolección o contenedores de sangre no al vacío,
8024,41104109,Bolsas de recolección de unidades de sangre,
8025,41104110,Botellas de cultivo de sangre,
8026,41104111,Kits o contenedores de recolección de citologías,
8027,41104112,Contenedores de recolección de orina,
8028,41104114,Contenedores de recolección frepp sepp,
8029,41104115,Contenedores de recolección de filtro de suero,
8030,41104116,Contenedores de recolección o transporte de frotis,
8031,41104117,Porta especímenes,
8032,41104118,Contenedor de recolección de especímenes,
8033,41104119,Contenedores de recolección de tejido óseo,
8034,41104120,Tubos de tasa de sedimentación,
8035,41104121,Contenedores con medio químico para recolección de heces,
8036,41104122,Contenedores sin medio químico para recolección de heces,
8037,41104123,Aparatos o contenedores para recolección de esputos,
8038,41104124,Bandejas de biopsia de médula de hueso para laboratorio,
8039,41104125,Contenedor de preservación de especímenes para histología o patología,
8040,41104126,Contenedor de especímenes de histología o patología,
8041,41104127,Alimentador para laboratorio,
8042,41104128,Recolector de especímenes de cultivo sin frotis,
8043,41104129,Tarjeta de recolección de monitoreo de desórdenes metabólicos neonatales,
8044,41104200,Equipo y suministros de purificación de agua para laboratorio,
8045,41104201,Reactivos de purificación del agua,
8046,41104202,Equipos de deionización o desmineralización,
8047,41104203,Equipos de intercambio de base,
8048,41104204,Equipos de ósmosis inversa,
8049,41104205,Unidades ultra violeta de purificación de agua,
8050,41104206,Sistemas de agua ultra pura,
8051,41104207,Sistemas de análisis de agua,
8052,41104208,Deshidratadores,
8053,41104209,Desoxidantes,
8054,41104210,Disolventes,
8055,41104211,Suavizantes,
8056,41104212,Cartuchos de filtración de agua,
8057,41104213,Agua destilada o deionizada,
8058,41104300,Equipo de fermentación,
8059,41104301,Unidades de fermentación estándar,
8060,41104302,Aparatos de cultivo continuo,
8061,41104303,Jarros o accesorios anaeróbicos,
8062,41104304,Sistemas digestivos,
8063,41104305,Condensadores (espesantes),
8064,41104306,Equipos para cultivos in vitro,
8065,41104307,Equipos para fermentación microbiológica,
8066,41104308,Sistemas o suministros para cultivos ambientales anaeróbicos,
8067,41104400,Equipo de incubación de laboratorio,
8068,41104401,Incubadoras para uso general de convección de gravedad,
8069,41104402,Incubadoras de uso general de aire forzado o convección mecánica,
8070,41104403,Incubadoras para cultivo de tejidos,
8071,41104404,Incubadoras de demanda de oxígeno biológico bod enfriadas,
8072,41104405,Incubadoras de agitación,
8073,41104406,Incubadoras planas,
8074,41104407,Incubadoras de cámara única de dióxido de carbono recubierta de agua,
8075,41104408,Incubadoras de cámara dual de dióxido de carbono recubierta de agua,
8076,41104409,Incubadoras de cámara única de dióxido de carbono recubierta de agua con control de humedad,
8077,41104410,Incubadoras de cámara dual de dióxido de carbono recubierta de agua con control de humedad,
